,Area_unit_2013_code,Area_unit_2013_label,Victimisations,Population,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Rate,Safe_Label
1413,617901,Inlet-Waitemata Harbour,1,170,506,Inlet-not in TA,Rural area,0.5882352941176471,True
1414,574500,Kaiwharawhara,1,170,20,Wellington Zone,Main urban area,0.5882352941176471,True
1256,584938,Ahaura,2,340,502,Rural (Incl.some Off Shore Islands),Rural area,0.5882352941176471,True
243,523109,Dannemora,25,4240,5,Southern Auckland Zone,Main urban area,0.589622641509434,True
315,531002,Te Awamutu Central,21,3560,8,Te Awamutu Zone,Main urban area,0.5898876404494382,True
350,522723,Elsmore Park,19,3210,5,Southern Auckland Zone,Main urban area,0.5919003115264798,True
536,589000,Wairarapa,12,2010,22,Christchurch,Main urban area,0.5970149253731344,True
993,542000,Matata,4,670,501,Rural Centre,Rural area,0.5970149253731344,True
454,558300,Fordell-Kakatahi,15,2500,502,Rural (Incl.some Off Shore Islands),Rural area,0.6,True
819,553800,Manaia,6,1000,501,Rural Centre,Rural area,0.6,True
180,523502,Otara East,31,5150,5,Southern Auckland Zone,Main urban area,0.6019417475728156,True
535,593300,Richmond South,12,1990,22,Christchurch,Main urban area,0.6030150753768844,True
486,512903,Parrs Park West,14,2320,3,Western Auckland Zone,Main urban area,0.603448275862069,True
505,535340,Stanley Park,13,2150,102,Tokoroa,Secondary urban area,0.6046511627906976,True
204,526200,Tuakau,28,4630,101,Pukekohe,Secondary urban area,0.6047516198704104,True
453,578901,Solway North,15,2480,109,Masterton,Secondary urban area,0.6048387096774194,True
253,560720,Feilding West,24,3960,106,Feilding,Secondary urban area,0.6060606060606061,True
452,611001,Waverley-Glengarry,15,2460,24,Invercargill,Main urban area,0.6097560975609756,True
192,595300,Hillmorton,29,4750,22,Christchurch,Main urban area,0.6105263157894737,True
701,563500,Shannon,8,1310,261,Shannon,Minor urban area,0.6106870229007634,True
74,587904,West Melton,52,8470,502,Rural (Incl.some Off Shore Islands),Rural area,0.613931523022432,True
314,513213,Ranui Domain,21,3420,3,Western Auckland Zone,Main urban area,0.6140350877192983,True
165,576400,Newtown East,33,5370,20,Wellington Zone,Main urban area,0.6145251396648044,True
423,547001,Tamatea North,16,2600,12,Napier Zone,Main urban area,0.6153846153846154,True
179,523721,Clover Park,31,5030,5,Southern Auckland Zone,Main urban area,0.6163021868787276,True
485,553102,Stratford East,14,2270,249,Stratford,Minor urban area,0.6167400881057269,True
349,526500,Raglan,19,3070,216,Raglan,Minor urban area,0.6188925081433224,True
274,547600,Mahora,23,3710,13,Hastings Zone,Main urban area,0.6199460916442049,True
178,511700,Kelston Central,31,5000,3,Western Auckland Zone,Main urban area,0.62,True
227,514301,Grafton West,26,4190,4,Central Auckland Zone,Main urban area,0.6205250596658711,True
273,538741,Owhata West,23,3690,10,Rotorua,Main urban area,0.6233062330623307,True
753,555900,Mosston,7,1120,15,Wanganui,Main urban area,0.625,True
1255,585313,Fox Glacier,2,320,501,Rural Centre,Rural area,0.625,True
272,564210,Levin North,23,3640,107,Levin,Secondary urban area,0.6318681318681318,True
291,502201,Tikipunga West,22,3480,1,Whangarei,Main urban area,0.632183908045977,True
109,524002,Mangere Bridge,41,6460,5,Southern Auckland Zone,Main urban area,0.6346749226006192,True
313,542422,Whakatane West,21,3290,104,Whakatane,Secondary urban area,0.6382978723404255,True
396,525002,Beaumont,17,2660,5,Southern Auckland Zone,Main urban area,0.6390977443609023,True
395,529900,Claudelands,17,2660,6,Hamilton Zone,Main urban area,0.6390977443609023,True
898,535262,Wawa,5,780,502,Rural (Incl.some Off Shore Islands),Rural area,0.641025641025641,True
290,570100,Wilford,22,3430,18,Lower Hutt Zone,Main urban area,0.641399416909621,True
484,535370,Strathmore,14,2180,102,Tokoroa,Secondary urban area,0.6422018348623854,True
131,525101,Leabank,37,5760,5,Southern Auckland Zone,Main urban area,0.642361111111111,True
483,551502,Spotswood,14,2170,14,New Plymouth,Main urban area,0.6451612903225806,True
174,528501,Nawton,32,4960,6,Hamilton Zone,Main urban area,0.6451612903225806,True
226,607400,Balclutha,26,4030,290,Balclutha,Minor urban area,0.6451612903225806,True
1254,609028,Lake Hayes,2,310,502,Rural (Incl.some Off Shore Islands),Rural area,0.6451612903225806,True
752,545710,Twyford,7,1080,13,Hastings Zone,Main urban area,0.6481481481481481,True
225,554010,Hawera North,26,4010,105,Hawera,Secondary urban area,0.6483790523690772,True
348,600500,Waimate,19,2920,288,Waimate,Minor urban area,0.6506849315068494,True
289,591101,Cashmere West,22,3380,22,Christchurch,Main urban area,0.650887573964497,True
271,517701,Sandringham North,23,3530,4,Central Auckland Zone,Main urban area,0.6515580736543909,True
142,524520,Harania West,35,5370,5,Southern Auckland Zone,Main urban area,0.6517690875232774,True
534,500203,Taipa Bay-Mangonui,12,1840,201,Taipa Bay-Mangonui,Minor urban area,0.6521739130434783,True
482,568102,Holborn,14,2140,18,Lower Hutt Zone,Main urban area,0.6542056074766356,True
224,535600,Putaruru,26,3970,233,Putaruru,Minor urban area,0.654911838790932,True
394,599700,Parkside,17,2580,113,Timaru,Secondary urban area,0.6589147286821705,True
288,529800,Clarkin,22,3330,6,Hamilton Zone,Main urban area,0.6606606606606606,True
363,524902,Manurewa East,18,2720,5,Southern Auckland Zone,Main urban area,0.6617647058823529,True
270,528700,Beerescourt,23,3470,6,Hamilton Zone,Main urban area,0.6628242074927954,True
1412,541342,Rangitaiki,1,150,502,Rural (Incl.some Off Shore Islands),Rural area,0.6666666666666667,True
312,528503,Crawshaw,21,3150,6,Hamilton Zone,Main urban area,0.6666666666666667,True
1105,536512,Kairua,3,450,9,Tauranga,Main urban area,0.6666666666666667,True
1106,541345,Waitahanui,3,450,502,Rural (Incl.some Off Shore Islands),Rural area,0.6666666666666667,True
347,593000,Wainoni,19,2850,22,Christchurch,Main urban area,0.6666666666666667,True
1411,527917,Te Rapa North,1,150,6,Hamilton Zone,Main urban area,0.6666666666666667,True
393,565200,Homedale West,17,2550,18,Lower Hutt Zone,Main urban area,0.6666666666666667,True
287,537500,Gate Pa,22,3270,9,Tauranga,Main urban area,0.672782874617737,True
481,535330,Matarawa,14,2080,102,Tokoroa,Secondary urban area,0.6730769230769231,True
346,546802,Bluff Hill,19,2820,12,Napier Zone,Main urban area,0.6737588652482269,True
173,538502,Te Puke East,32,4740,235,Te Puke Community,Minor urban area,0.6751054852320675,True
164,515002,Point Chevalier East,33,4880,4,Central Auckland Zone,Main urban area,0.6762295081967213,True
269,594020,Ferrymead,23,3400,22,Christchurch,Main urban area,0.676470588235294,True
286,515431,Surrey Crescent,22,3240,4,Central Auckland Zone,Main urban area,0.6790123456790124,True
123,507900,Westlake,38,5590,2,Northern Auckland Zone,Main urban area,0.6797853309481217,True
331,589100,Jellie Park,20,2940,22,Christchurch,Main urban area,0.6802721088435374,True
345,606210,Mosgiel South,19,2790,23,Dunedin,Main urban area,0.6810035842293907,True
1104,561200,Himatangi Beach,3,440,501,Rural Centre,Rural area,0.6818181818181818,True
268,567400,Elderslea,23,3360,17,Upper Hutt Zone,Main urban area,0.6845238095238095,True
451,567600,Brentwood,15,2190,17,Upper Hutt Zone,Main urban area,0.684931506849315,True
311,550102,Dannevirke East,21,3050,245,Dannevirke,Minor urban area,0.6885245901639345,True
992,532904,Manunui,4,580,220,Taumarunui,Minor urban area,0.6896551724137931,True
533,505602,Huapai,12,1740,3,Western Auckland Zone,Main urban area,0.6896551724137931,True
203,549500,Waipukurau,28,4060,244,Waipukurau,Minor urban area,0.6896551724137931,True
566,599800,Timaru Gardens,11,1590,113,Timaru,Secondary urban area,0.6918238993710693,True
649,543901,Makaraka,9,1300,11,Gisborne,Main urban area,0.6923076923076923,True
330,506800,Helensville,20,2880,213,Helensville,Minor urban area,0.6944444444444444,True
202,542440,Allandale-Mokorua,28,4020,104,Whakatane,Secondary urban area,0.6965174129353234,True
242,568303,Naenae South,25,3580,18,Lower Hutt Zone,Main urban area,0.6983240223463687,True
163,548300,Akina,33,4720,13,Hastings Zone,Main urban area,0.6991525423728814,True
329,517902,Owairaka West,20,2860,4,Central Auckland Zone,Main urban area,0.6993006993006993,True
328,585140,Greymouth South,20,2850,111,Greymouth,Secondary urban area,0.7017543859649122,True
154,523602,Ferguson,34,4820,5,Southern Auckland Zone,Main urban area,0.7053941908713693,True
172,538102,Tauranga South,32,4530,9,Tauranga,Main urban area,0.7064017660044151,True
422,539310,Pukehangi North,16,2260,10,Rotorua,Main urban area,0.7079646017699115,True
252,548611,Kingsley-Chatham,24,3380,13,Hastings Zone,Main urban area,0.7100591715976331,True
162,524811,Weymouth West,33,4630,5,Southern Auckland Zone,Main urban area,0.712742980561555,True
107,514401,Roberton,42,5890,4,Central Auckland Zone,Main urban area,0.7130730050933786,True
700,506645,Parakai Urban,8,1120,501,Rural Centre,Rural area,0.7142857142857143,True
362,533501,Moanataiari,18,2520,226,Thames,Minor urban area,0.7142857142857143,True
991,542511,Orini,4,560,104,Whakatane,Secondary urban area,0.7142857142857143,True
251,562710,Highbury,24,3360,16,Palmerston North,Main urban area,0.7142857142857143,True
1253,538721,Poets Corner,2,280,10,Rotorua,Main urban area,0.7142857142857143,True
480,606800,Milton,14,1960,289,Milton,Minor urban area,0.7142857142857143,True
361,570000,Esplanade,18,2510,18,Lower Hutt Zone,Main urban area,0.7171314741035857,True
201,529402,Chedworth,28,3900,6,Hamilton Zone,Main urban area,0.717948717948718,True
96,522201,Papatoetoe North,44,6120,5,Southern Auckland Zone,Main urban area,0.7189542483660131,True
191,528800,Maeroa,29,4020,6,Hamilton Zone,Main urban area,0.7213930348258706,True
141,568302,Naenae North,35,4850,18,Lower Hutt Zone,Main urban area,0.7216494845360825,True
87,524301,Mangere East,47,6500,5,Southern Auckland Zone,Main urban area,0.7230769230769231,True
392,503600,Morningside,17,2350,1,Whangarei,Main urban area,0.723404255319149,True
140,504600,Dargaville,35,4830,209,Dargaville,Minor urban area,0.7246376811594203,True
285,524403,Favona West,22,3010,5,Southern Auckland Zone,Main urban area,0.7308970099667774,True
177,593100,Aranui,31,4240,22,Christchurch,Main urban area,0.7311320754716981,True
130,513302,Fairdene,37,5060,3,Western Auckland Zone,Main urban area,0.7312252964426877,True
1103,545822,Omahu,3,410,13,Hastings Zone,Main urban area,0.7317073170731708,True
200,591900,Papanui,28,3820,22,Christchurch,Main urban area,0.7329842931937173,True
450,586308,Rangiora Central,15,2040,116,Rangiora,Secondary urban area,0.7352941176470588,True
602,513101,Swanson,10,1360,3,Western Auckland Zone,Main urban area,0.7352941176470588,True
532,526900,Te Kauwhata,12,1630,304,Te Kauwhata,Minor urban area,0.7361963190184049,True
344,570400,Titahi Bay North,19,2580,19,Porirua Zone,Main urban area,0.7364341085271318,True
310,529502,Insoll,21,2850,6,Hamilton Zone,Main urban area,0.7368421052631579,True
129,520601,Tamaki,37,5010,4,Central Auckland Zone,Main urban area,0.7385229540918163,True
122,517500,Kingsland,38,5140,4,Central Auckland Zone,Main urban area,0.7392996108949416,True
989,543602,Te Karaka,4,540,501,Rural Centre,Rural area,0.7407407407407408,True
990,500600,Rawene,4,540,501,Rural Centre,Rural area,0.7407407407407408,True
818,554800,Waverley,6,810,501,Rural Centre,Rural area,0.7407407407407408,True
86,522100,Papatoetoe West,47,6340,5,Southern Auckland Zone,Main urban area,0.7413249211356467,True
267,568202,Taita South,23,3100,18,Lower Hutt Zone,Main urban area,0.7419354838709677,True
391,544900,Riverdale,17,2280,11,Gisborne,Main urban area,0.7456140350877193,True
266,568501,Epuni West,23,3080,18,Lower Hutt Zone,Main urban area,0.7467532467532467,True
241,553101,Stratford West,25,3340,249,Stratford,Minor urban area,0.7485029940119761,True
190,536516,Palm Beach,29,3870,9,Tauranga,Main urban area,0.7493540051679587,True
1102,613000,Stewart Island,3,400,502,Rural (Incl.some Off Shore Islands),Rural area,0.75,True
421,570900,Porirua East,16,2130,19,Porirua Zone,Main urban area,0.7511737089201878,True
189,594200,Ensors,29,3850,22,Christchurch,Main urban area,0.7532467532467533,True
987,549000,Takapau,4,530,501,Rural Centre,Rural area,0.7547169811320755,True
988,500401,Kaeo,4,530,501,Rural Centre,Rural area,0.7547169811320755,True
223,583900,Isel Park,26,3440,21,Nelson,Main urban area,0.7558139534883721,True
188,610800,Gladstone-Avenal,29,3800,24,Invercargill,Main urban area,0.763157894736842,True
327,593600,Linwood North,20,2620,22,Christchurch,Main urban area,0.7633587786259541,True
479,535310,Paraonui,14,1830,102,Tokoroa,Secondary urban area,0.7650273224043715,True
153,541730,Tauhara,34,4430,103,Taupo,Secondary urban area,0.7674943566591422,True
222,520303,Mt Wellington North,26,3380,4,Central Auckland Zone,Main urban area,0.7692307692307693,True
1101,581844,Tapawera,3,390,501,Rural Centre,Rural area,0.7692307692307693,True
152,530400,Bader,34,4420,6,Hamilton Zone,Main urban area,0.7692307692307693,True
250,521801,Otahuhu North,24,3110,4,Central Auckland Zone,Main urban area,0.7717041800643086,True
128,509702,Tuff Crater,37,4790,2,Northern Auckland Zone,Main urban area,0.7724425887265135,True
45,566000,Paraparaumu Central,69,8920,25,Kapiti,Main urban area,0.773542600896861,True
212,576301,Newtown West,27,3480,20,Wellington Zone,Main urban area,0.7758620689655172,True
504,585110,Cobden,13,1670,111,Greymouth,Secondary urban area,0.7784431137724551,True
343,546902,Mclean Park,19,2440,12,Napier Zone,Main urban area,0.778688524590164,True
249,548612,Lochain,24,3080,13,Hastings Zone,Main urban area,0.7792207792207793,True
420,525620,Massey Park,16,2050,5,Southern Auckland Zone,Main urban area,0.7804878048780488,True
240,593900,Bromley,25,3200,22,Christchurch,Main urban area,0.78125,True
248,531003,Te Awamutu East,24,3070,8,Te Awamutu Zone,Main urban area,0.7817589576547231,True
478,515003,Point Chevalier South,14,1790,4,Central Auckland Zone,Main urban area,0.782122905027933,True
187,595700,Rawhiti,29,3700,22,Christchurch,Main urban area,0.7837837837837838,True
265,581100,Picton,23,2920,268,Picton,Minor urban area,0.7876712328767124,True
342,547800,Frimley,19,2410,13,Hastings Zone,Main urban area,0.7883817427385892,True
817,545304,Mahia,6,760,502,Rural (Incl.some Off Shore Islands),Rural area,0.7894736842105263,True
1100,513610,Massey West,3,380,3,Western Auckland Zone,Main urban area,0.7894736842105263,True
503,503000,Vinetown,13,1640,1,Whangarei,Main urban area,0.7926829268292683,True
151,514000,Freemans Bay,34,4280,4,Central Auckland Zone,Main urban area,0.794392523364486,True
565,546300,Onekawa Central,11,1380,12,Napier Zone,Main urban area,0.7971014492753623,True
127,546500,Onekawa South,37,4640,12,Napier Zone,Main urban area,0.7974137931034483,True
341,593200,Richmond North,19,2380,22,Christchurch,Main urban area,0.7983193277310924,True
264,509000,Paremoremo East,23,2880,2,Northern Auckland Zone,Main urban area,0.798611111111111,True
449,544001,Wharekaka,15,1860,502,Rural (Incl.some Off Shore Islands),Rural area,0.8064516129032258,True
186,594010,Woolston West,29,3590,22,Christchurch,Main urban area,0.807799442896936,True
161,594700,Addington,33,4040,22,Christchurch,Main urban area,0.8168316831683169,True
419,603920,Halfway Bush,16,1940,23,Dunedin,Main urban area,0.8247422680412372,True
309,568103,Delaney,21,2540,18,Lower Hutt Zone,Main urban area,0.8267716535433071,True
221,531004,Te Awamutu South,26,3140,8,Te Awamutu Zone,Main urban area,0.8280254777070064,True
1252,535211,Mangakaretu,2,240,102,Tokoroa,Secondary urban area,0.8333333333333334,True
1251,612712,Manapouri,2,240,501,Rural Centre,Rural area,0.8333333333333334,True
1409,609011,Milford,1,120,502,Rural (Incl.some Off Shore Islands),Rural area,0.8333333333333334,True
1410,609400,Balfour Community,1,120,502,Rural (Incl.some Off Shore Islands),Rural area,0.8333333333333334,True
150,554020,Hawera South,34,4050,105,Hawera,Secondary urban area,0.8395061728395061,True
477,561820,Linton Military Camp,14,1660,16,Palmerston North,Main urban area,0.8433734939759037,True
751,543302,Ruatoria,7,830,501,Rural Centre,Rural area,0.8433734939759037,True
816,587847,Hendersons Basin,6,710,22,Christchurch,Main urban area,0.8450704225352111,True
56,511100,Glen Eden East,64,7570,3,Western Auckland Zone,Main urban area,0.8454425363276089,True
648,599000,Maori Park,9,1050,113,Timaru,Secondary urban area,0.8571428571428572,True
118,572900,Thorndon-Tinakori Road,39,4520,20,Wellington Zone,Main urban area,0.8628318584070797,True
160,521802,Fairburn,33,3810,4,Central Auckland Zone,Main urban area,0.8661417322834646,True
176,551700,Westown,31,3570,14,New Plymouth,Main urban area,0.8683473389355743,True
815,590507,Prestons,6,690,22,Christchurch,Main urban area,0.8695652173913043,True
986,601605,Warrington,4,460,501,Rural Centre,Rural area,0.8695652173913043,True
117,537601,Greerton,39,4470,9,Tauranga,Main urban area,0.87248322147651,True
149,584301,Motueka West,34,3890,273,Motueka,Minor urban area,0.8740359897172237,True
185,590100,Upper Riccarton,29,3300,22,Christchurch,Main urban area,0.8787878787878787,True
699,581850,Riwaka,8,910,501,Rural Centre,Rural area,0.8791208791208791,True
476,568900,Moera,14,1590,18,Lower Hutt Zone,Main urban area,0.8805031446540881,True
263,601030,Oamaru Central,23,2610,114,Oamaru,Secondary urban area,0.8812260536398467,True
61,542600,Kawerau,59,6660,239,Kawerau,Minor urban area,0.8858858858858858,True
308,570700,Elsdon-Takapuwahia,21,2370,19,Porirua Zone,Main urban area,0.8860759493670887,True
60,525610,Papakura East,60,6770,5,Southern Auckland Zone,Main urban area,0.8862629246676514,True
148,523601,Otara South,34,3830,5,Southern Auckland Zone,Main urban area,0.8877284595300261,True
475,501500,Moerewa,14,1570,207,Moerewa,Minor urban area,0.89171974522293,True
159,578800,Masterton East,33,3700,109,Masterton,Secondary urban area,0.891891891891892,True
340,502400,Otangarei,19,2110,1,Whangarei,Main urban area,0.9004739336492891,True
239,561700,Foxton,25,2750,260,Foxton Community,Minor urban area,0.9090909090909091,True
1250,545201,Tuai,2,220,501,Rural Centre,Rural area,0.9090909090909091,True
698,583600,Nayland,8,880,21,Nelson,Main urban area,0.9090909090909091,True
1408,559240,Koitiata,1,110,502,Rural (Incl.some Off Shore Islands),Rural area,0.9090909090909091,True
1099,505803,Waiwera,3,330,2,Northern Auckland Zone,Main urban area,0.9090909090909091,True
985,578100,Eketahuna,4,440,501,Rural Centre,Rural area,0.9090909090909091,True
284,611400,Georgetown,22,2420,24,Invercargill,Main urban area,0.9090909090909091,True
91,546600,Marewa,45,4940,12,Napier Zone,Main urban area,0.9109311740890688,True
27,525910,Pukekohe North,91,9980,101,Pukekohe,Secondary urban area,0.9118236472945893,True
814,545832,Pakowhai,6,650,13,Hastings Zone,Main urban area,0.9230769230769231,True
139,548831,Te Mata,35,3790,13,Hastings Zone,Main urban area,0.9234828496042217,True
601,555000,Ohakune,10,1080,254,Ohakune,Minor urban area,0.9259259259259258,True
897,542300,Te Teko,5,540,501,Rural Centre,Rural area,0.9259259259259258,True
80,603602,Otago University,49,5280,23,Dunedin,Main urban area,0.9280303030303031,True
448,533100,Coromandel,15,1610,222,Coromandel,Minor urban area,0.9316770186335404,True
247,544802,Tamarau,24,2560,11,Gisborne,Main urban area,0.9375,True
326,539200,Fairy Springs,20,2130,10,Rotorua,Main urban area,0.9389671361502347,True
307,583000,Tahunanui,21,2230,21,Nelson,Main urban area,0.9417040358744395,True
199,520602,Panmure Basin,28,2970,4,Central Auckland Zone,Main urban area,0.9427609427609427,True
1249,580451,Weld Pass,2,210,502,Rural (Incl.some Off Shore Islands),Rural area,0.9523809523809524,True
262,568301,Avalon East,23,2410,18,Lower Hutt Zone,Main urban area,0.9543568464730291,True
90,544300,Te Hapara,45,4710,11,Gisborne,Main urban area,0.9554140127388535,True
238,595800,New Brighton,25,2610,22,Christchurch,Main urban area,0.9578544061302682,True
76,523711,Rongomai,50,5210,5,Southern Auckland Zone,Main urban area,0.9596928982725527,True
133,517400,Newmarket,36,3740,4,Central Auckland Zone,Main urban area,0.9625668449197862,True
564,594500,Waltham,11,1140,22,Christchurch,Main urban area,0.9649122807017544,True
89,530000,Enderley,45,4660,6,Hamilton Zone,Main urban area,0.9656652360515022,True
100,524112,Mascot,43,4410,5,Southern Auckland Zone,Main urban area,0.9750566893424036,True
984,543303,Tokomaru Bay,4,410,501,Rural Centre,Rural area,0.975609756097561,True
982,567901,Cloustonville,4,410,502,Rural (Incl.some Off Shore Islands),Rural area,0.975609756097561,True
983,542901,Te Kaha,4,410,501,Rural Centre,Rural area,0.975609756097561,True
126,595000,Spreydon,37,3790,22,Christchurch,Main urban area,0.9762532981530342,True
339,564232,Levin South,19,1920,107,Levin,Secondary urban area,0.9895833333333333,True
66,523912,Takanini South,56,5630,5,Southern Auckland Zone,Main urban area,0.9946714031971581,True
121,519820,Onehunga South East,38,3820,4,Central Auckland Zone,Main urban area,0.9947643979057591,True
99,593502,Phillipstown,43,4300,22,Christchurch,Main urban area,1.0,True
1407,606500,Benhar,1,100,502,Rural (Incl.some Off Shore Islands),Rural area,1.0,True
647,585502,Hanmer Springs,9,900,501,Rural Centre,Rural area,1.0,True
1248,549601,Porangahau,2,200,502,Rural (Incl.some Off Shore Islands),Rural area,1.0,True
237,583300,Grampians,25,2490,21,Nelson,Main urban area,1.0040160642570282,True
98,545500,Wairoa,43,4260,242,Wairoa,Minor urban area,1.0093896713615023,True
147,542430,Trident,34,3350,104,Whakatane,Secondary urban area,1.0149253731343284,True
36,524200,Mangere South,81,7980,5,Southern Auckland Zone,Main urban area,1.0150375939849625,True
338,515500,Arch Hill,19,1870,4,Central Auckland Zone,Main urban area,1.0160427807486632,True
120,520000,Te Papapa,38,3730,4,Central Auckland Zone,Main urban area,1.0187667560321716,True
896,538722,Ngapuna,5,490,10,Rotorua,Main urban area,1.0204081632653061,True
158,576901,Kilbirnie East,33,3230,20,Wellington Zone,Main urban area,1.021671826625387,True
63,524822,Clendon South,57,5560,5,Southern Auckland Zone,Main urban area,1.025179856115108,True
697,540900,Mangakino,8,780,501,Rural Centre,Rural area,1.0256410256410255,True
106,513301,Kingdale,42,4080,3,Western Auckland Zone,Main urban area,1.0294117647058822,True
306,581400,Kaikoura Township,21,2040,269,Kaikoura,Minor urban area,1.0294117647058822,True
182,544400,Gisborne Airport,30,2890,11,Gisborne,Main urban area,1.0380622837370241,True
531,554700,Patea,12,1150,253,Patea,Minor urban area,1.0434782608695654,True
418,587811,Yaldhurst,16,1530,22,Christchurch,Main urban area,1.045751633986928,True
171,556200,Gonville South,32,3060,15,Wanganui,Main urban area,1.045751633986928,True
104,522301,Dingwall,42,3980,5,Southern Auckland Zone,Main urban area,1.0552763819095476,True
105,523911,Takanini North,42,3980,5,Southern Auckland Zone,Main urban area,1.0552763819095476,True
325,593400,Avonside,20,1890,22,Christchurch,Main urban area,1.0582010582010581,True
390,556400,Gonville West,17,1590,15,Wanganui,Main urban area,1.069182389937107,True
72,593501,Linwood,53,4940,22,Christchurch,Main urban area,1.0728744939271255,True
236,540520,Glenholme West,25,2310,10,Rotorua,Main urban area,1.0822510822510822,True
138,541000,Turangi,35,3220,237,Turangi,Minor urban area,1.0869565217391304,True
157,547700,St Leonards,33,3030,13,Hastings Zone,Main urban area,1.089108910891089,True
696,600200,Fairlie,8,730,501,Rural Centre,Rural area,1.095890410958904,True
184,537700,Yatton Park,29,2640,9,Tauranga,Main urban area,1.0984848484848484,True
502,556700,Wanganui Collegiate,13,1180,15,Wanganui,Main urban area,1.1016949152542372,True
417,552002,Marsland Hill,16,1450,14,New Plymouth,Main urban area,1.103448275862069,True
389,516001,Mt Hobson,17,1530,4,Central Auckland Zone,Main urban area,1.1111111111111112,True
750,541312,Wairakei-Aratiatia,7,630,103,Taupo,Secondary urban area,1.1111111111111112,True
813,541346,Tongariro,6,540,502,Rural (Incl.some Off Shore Islands),Rural area,1.1111111111111112,True
530,555100,Raetihi,12,1080,255,Raetihi,Minor urban area,1.1111111111111112,True
44,594600,Sydenham,70,6280,22,Christchurch,Main urban area,1.1146496815286624,True
82,530200,Hamilton East,48,4280,6,Hamilton Zone,Main urban area,1.1214953271028036,True
79,536810,Mt Maunganui North,49,4360,9,Tauranga,Main urban area,1.1238532110091743,True
220,532902,Taumarunui Central,26,2310,220,Taumarunui,Minor urban area,1.1255411255411256,True
305,611220,Crinan,21,1860,24,Invercargill,Main urban area,1.129032258064516,True
116,530100,Peachgrove,39,3450,6,Hamilton Zone,Main urban area,1.1304347826086958,True
103,518101,Mt Eden North,42,3670,4,Central Auckland Zone,Main urban area,1.1444141689373297,True
137,517901,Springleigh,35,3050,4,Central Auckland Zone,Main urban area,1.1475409836065573,True
85,548620,Flaxmere East,47,4090,13,Hastings Zone,Main urban area,1.1491442542787287,True
600,504700,Maungaturoto,10,860,501,Rural Centre,Rural area,1.1627906976744187,True
115,571100,Cannons Creek North,39,3350,19,Porirua Zone,Main urban area,1.164179104477612,True
388,568701,Waiwhetu North,17,1460,18,Lower Hutt Zone,Main urban area,1.1643835616438356,True
54,536831,Arataki,65,5510,9,Tauranga,Main urban area,1.17967332123412,True
304,542700,Murupara,21,1770,240,Murupara,Minor urban area,1.1864406779661016,True
95,515420,Grey Lynn East,44,3700,4,Central Auckland Zone,Main urban area,1.1891891891891893,True
156,562401,Palmerston North Hospital,33,2760,16,Palmerston North,Main urban area,1.1956521739130435,True
49,524901,Hillpark,67,5600,5,Southern Auckland Zone,Main urban area,1.1964285714285714,True
1098,545202,Frasertown,3,250,501,Rural Centre,Rural area,1.2,True
175,539400,Mangakakahi,31,2570,10,Rotorua,Main urban area,1.2062256809338523,True
40,520500,Mt Wellington South,75,6200,4,Central Auckland Zone,Main urban area,1.2096774193548387,True
981,541334,Tatua,4,330,502,Rural (Incl.some Off Shore Islands),Rural area,1.2121212121212122,True
119,527401,Huntly West,38,3120,217,Huntly,Minor urban area,1.217948717948718,True
111,564900,Parkway,40,3270,18,Lower Hutt Zone,Main urban area,1.2232415902140672,True
529,604420,Forbury,12,970,23,Dunedin,Main urban area,1.2371134020618557,True
59,510800,Henderson South,63,5060,3,Western Auckland Zone,Main urban area,1.2450592885375493,True
81,539100,Western Heights,48,3840,10,Rotorua,Main urban area,1.25,True
1406,584934,Greymouth Rural,1,80,502,Rural (Incl.some Off Shore Islands),Rural area,1.25,True
38,510700,Henderson North,79,6290,3,Western Auckland Zone,Main urban area,1.2559618441971383,True
84,508701,Albany,47,3710,2,Northern Auckland Zone,Main urban area,1.266846361185984,True
170,590701,Mona Vale,32,2510,22,Christchurch,Main urban area,1.2749003984063745,True
303,559400,Taihape,21,1640,258,Taihape,Minor urban area,1.2804878048780488,True
387,581602,Takaka,17,1290,270,Takaka,Minor urban area,1.317829457364341,True
219,611700,Appleby-Kew,26,1960,24,Invercargill,Main urban area,1.3265306122448979,True
474,597820,Ashburton Central West,14,1050,112,Ashburton,Secondary urban area,1.3333333333333335,True
980,600840,Hampden,4,300,501,Rural Centre,Rural area,1.3333333333333335,True
235,525510,Papakura South,25,1850,5,Southern Auckland Zone,Main urban area,1.3513513513513513,True
146,544702,Outer Kaiti,34,2490,11,Gisborne,Main urban area,1.3654618473895583,True
58,590800,Riccarton,63,4610,22,Christchurch,Main urban area,1.3665943600867678,True
749,506001,Weiti River,7,510,2,Northern Auckland Zone,Main urban area,1.3725490196078431,True
979,579100,Masterton Railway,4,290,109,Masterton,Secondary urban area,1.3793103448275863,True
136,604410,South Dunedin,35,2530,23,Dunedin,Main urban area,1.383399209486166,True
78,500301,Kaitaia West,49,3540,202,Kaitaia,Minor urban area,1.384180790960452,True
447,546200,Ahuriri,15,1080,12,Napier Zone,Main urban area,1.3888888888888888,True
211,590300,Middleton,27,1930,22,Christchurch,Main urban area,1.3989637305699483,True
110,592200,Merivale,40,2830,22,Christchurch,Main urban area,1.4134275618374559,True
210,501100,Paihia,27,1900,205,Paihia,Minor urban area,1.4210526315789473,True
